Internal gene ID,Vectorbase Identifier,Display name,Gene family,OrthoDB category,OrthoDB D. melanogaster ortholog,BlastX hit(s) to D. melanogaster proteome,Evidence for name,,,,,,,,,,,,,,,
gene7541,AAEL000744,,,EOG8DBX6K-EOG8DBX6K,TpnC47D-TpnC73F,TpnC73F-TpnC47D-TpnC41C-TpnC25D-TpnC4,,,,,,,,,,,,,,,,
gene7542,AAEL000738,,,EOG89W56B,rogdi,rogdi,,,,,,,,,,,,,,,,
gene7543,AAEL000727,,,NA,NA,GAPcenA,,,,,,,,,,,,,,,,
gene7544,AAEL015417,,,NA,NA,CG8560-CG32379-CG14820-CG18417-CG17633-CG8562-CG3097-CG2915,,,,,,,,,,,,,,,,
gene7545,AAEL014853,,,NA,NA,mfr-inaC-unc-13-4A,,,,,,,,,,,,,,,,
gene7546,AAEL014679,,,EOG8F20TN,CG2701,CG2701,,,,,,,,,,,,,,,,
gene7547,AAEL018037,,,EOG8FN782,crm,crm,,,,,,,,,,,,,,,,
gene7548,AAEL014681,,,EOG8FN79P,ATPsynF,ATPsynF,,,,,,,,,,,,,,,,
gene7549,AAEL014678,,,EOG8DZ4KX-EOG8DZ4KX-EOG8DZ4KX,Cyp6d4-Cyp6d2-Cyp6d5,Cyp6d5-Cyp6d4-Cyp6a14-Cyp6a20-Cyp6d2-Cyp6a2-Cyp6a8-Cyp6a9-Cyp6a19,,,,,,,,,,,,,,,,
gene755,AAEL003426,,,EOG8NCQ4B,NaPi-T,NaPi-T-CG3036-MFS10-CG9864-MFS17,,,,,,,,,,,,,,,,
gene7550,AAEL014684,,,EOG8DZ4KX-EOG8DZ4KX-EOG8DZ4KX,Cyp6d2-Cyp6d5-Cyp6d4,Cyp6d5-Cyp6d4-Cyp6a14-Cyp6d2-Cyp6a20-Cyp6a2-Cyp6a22,,,,,,,,,,,,,,,,
gene7551,AAEL011027,,,EOG8G4KG5,CG34342,CG34342-wat-CG5065-CG17560-CG10096,,,,,,,,,,,,,,,,
gene7552,AAEL011028,,,NA,NA,CG10625-CG8927,,,,,,,,,,,,,,,,
gene7553,AAEL011031,,,NA,NA,CG10625-Cpr72Eb-CG34462-Pcp,,,,,,,,,,,,,,,,
gene7554,AAEL018209,,,EOG8QJVDZ,CG10625,CG10625-Cpr92F-CG1136-CG34462-Cpr97Ea-Cpr72Eb,,,,,,,,,,,,,,,,
gene7555,AAEL011032,,,NA,NA,CG10625-CG8927,,,,,,,,,,,,,,,,
gene7557,RU089,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7558,AAEL011029,,,NA,NA,CG10625-CG8927,,,,,,,,,,,,,,,,
gene7559,AAEL015353,,,NA,NA,NijA-NijC-NijB,,,,,,,,,,,,,,,,
gene756,AAEL003423,,,EOG8897DG,ND-MNLL,ND-MNLL,,,,,,,,,,,,,,,,
gene7560,AAEL012265,,,EOG8X9B7R,Tif-IA,Tif-IA,,,,,,,,,,,,,,,,
gene7561,AAEL012268,,,EOG8HHRSK,Cht3,Cht3-Cht7-Cht6,,,,,,,,,,,,,,,,
gene7562,AAEL012261,,,EOG8D81XF,CG17683,CG17683,,,,,,,,,,,,,,,,
gene7563,AAEL012267,,,EOG8JWZ4N,Mcr,Mcr-Tep2-Tep4,,,,,,,,,,,,,,,,
gene7564,AAEL012262,,,NA,NA,Bsg,,,,,,,,,,,,,,,,
gene7565,AAEL012264,,,EOG834ZZD,mRpL24,mRpL24,,,,,,,,,,,,,,,,
gene7566,AAEL012263,,,NA,NA,Meics-crol-CG5245-CG6654-gl-CG17359-CG2202-Kr-h1-CG15436-CG44002,,,,,,,,,,,,,,,,
gene7567,AAEL012266,,,NA,NA,Cyp4c3-Cyp4d2-Cyp4g15-Cyp4s3-Cyp4d14-Cyp4d1,,,,,,,,,,,,,,,,
gene7568,AAEL009896,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7569,AAEL009892,,,EOG8DJNN0,CG14868,CG14868,,,,,,,,,,,,,,,,
gene757,AAEL017549,,,NA,NA,CG13575-TkR86C-PK2-R2-AstC-R1-CG12796-PK2-R1-CapaR,,,,,,,,,,,,,,,,
gene7570,AAEL009882,,,EOG8JWZ57,Caf1,Caf1-l(2)09851-Pex7-CG1109-wds,,,,,,,,,,,,,,,,
gene7571,AAEL009879,,,EOG84N1JD,CG8149,CG8149-CG30122,,,,,,,,,,,,,,,,
gene7572,AAEL009884,,,EOG86X20J,Nup358,Nup358-Nup153-RanBP3-Nup50,,,,,,,,,,,,,,,,
gene7573,AAEL009893,,,EOG883GW2,CG1815,CG1815-CG8569-Mes-4-CG7946,,,,,,,,,,,,,,,,
gene7574,AAEL009894,,,NA,NA,rk-CG4950-Tollo-alrm-Tehao-trn-CG34411,,,,,,,,,,,,,,,,
gene7575,AAEL009880,,,EOG8MGW0F,aurA,aurA-aurB-SAK-Sik2-CG43143,,,,,,,,,,,,,,,,
gene7576,AAEL009889,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7577,AAEL009887,,,EOG8FN77Z,CG1109,CG1109-wds-CG7568-ago-beta'COP,,,,,,,,,,,,,,,,
gene7578,AAEL009881,,,EOG8XD6G6,CG9492,Dhc93AB-Dhc98D-CG9492-kl-2-kl-3,,,,,,,,,,,,,,,,
gene7579,AAEL009886,,,EOG8TTK86,CG31547,Ncc69-CG31547-kcc,,,,,,,,,,,,,,,,
gene758,AAEL003431,,,EOG8MSGQD,Prosbeta2,Prosbeta2-Prosbeta2R1-Prosbeta2R2-Prosbeta1-Prosbeta5-Prosbeta5R1-Prosbeta4-Prosbeta5R2,,,,,,,,,,,,,,,,
gene7580,AAEL009895,,,EOG8KD9BF,Nep2,Nep1-Nep2-Nep4,,,,,,,,,,,,,,,,
gene7581,AAEL009891,,,EOG8N075J,Xe7,Xe7,,,,,,,,,,,,,,,,
gene7582,AAEL009888,,,EOG8TTK86,CG31547,Ncc69-CG31547-kcc-CG10413,,,,,,,,,,,,,,,,
gene7583,AAEL009885,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7584,AAEL009897,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7585,AAEL009890,,,EOG8DNHVP,CG12213,CG12213,,,,,,,,,,,,,,,,
gene7586,AAEL017458,,,EOG8KM1TT-EOG8KM1TT,CG14694-CG6574,CG6574-CG14694-CG17036,,,,,,,,,,,,,,,,
gene7587,AAEL009883,,,EOG8XWJPD,bor,bor-CG3326-TER94-nmd,,,,,,,,,,,,,,,,
gene7589,AAEL010506,,,EOG8PK50X-EOG8PK50X,CG30054-Galphaq,Galphaq-CG30054-CG17760,,,,,,,,,,,,,,,,
gene759,AAEL003416,,,EOG8QRKVR,SH3PX1,SH3PX1-Snx1-Abp1-Snx3-Stam-CG32758-CG8726,,,,,,,,,,,,,,,,
gene7590,AAEL010503,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7591,AAEL010509,,,EOG8SXR48,Amph,Amph-Lasp-CAP-Synd-Dap160,,,,,,,,,,,,,,,,
gene7592,AAEL010507,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7593,AAEL010505,,,EOG8G4KGS,CG30499,CG30499,,,,,,,,,,,,,,,,
gene7594,AAEL010508,,,EOG8NS62P,Vps13,Vps13-CG32113-CG15523-Atg2,,,,,,,,,,,,,,,,
gene7595,AAEL010504,,,EOG82FW9B,boca,boca,,,,,,,,,,,,,,,,
gene7596,AAEL010561,,,EOG80VZG9,tth,tth-d4,,,,,,,,,,,,,,,,
gene7597,AAEL010567,,,EOG8H753G-EOG8H753G,Rbp9-fne,fne-Rbp9,,,,,,,,,,,,,,,,
gene7598,AAEL010558,,,NA,NA,CG15449-CG44325-Ssk,,,,,,,,,,,,,,,,
gene7599,AAEL010557,,,EOG8W3WDX,CG33557,CG33557-Hand-Fer2-Fer1-dimm-HLH54F,,,,,,,,,,,,,,,,
gene76,AAEL008518,,,NA,NA,CG9447-CG4576-CG42329-CG14205-CG3106-CG13325-drd,,,,,,,,,,,,,,,,
gene7600,AAEL010555,,,EOG8WDH32,SREBP,SREBP-cwo-Mitf-Mondo,,,,,,,,,,,,,,,,
gene7601,AAEL010562,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7602,RU090,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7603,AAEL010568,,,EOG8T7BTM,Klp3A,Klp3A-Klp31E-Klp64D-Klp61F-Kif3C-Khc,,,,,,,,,,,,,,,,
gene7604,AAEL010563,,,EOG8VT8NR,Aats-tyr-m,Aats-tyr-m,,,,,,,,,,,,,,,,
gene7605,AAEL010569,,,EOG8WT01X,CG43313,CG43313-CG9220,,,,,,,,,,,,,,,,
gene7606,AAEL010560,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7607,AAEL010559,,,EOG8V7270,Vps16A,Vps16A,,,,,,,,,,,,,,,,
gene7608,AAEL010571,,,EOG8CRPRP,CG32536,CG32536,,,,,,,,,,,,,,,,
gene7609,AAEL010554,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene761,AAEL003414,,,NA,NA,Rbp6-msi,,,,,,,,,,,,,,,,
gene7610,AAEL010566,,,NA,NA,Vps16A,,,,,,,,,,,,,,,,
gene7612,AAEL010556,,,EOG8F20TZ,CG17669,CG17669,,,,,,,,,,,,,,,,
gene7613,AAEL010572,,,EOG880MPM,CG5189,CG5189,,,,,,,,,,,,,,,,
gene7614,AAEL010565,,,EOG8TTK8M,fd68A,fd68A-slp2-slp1,,,,,,,,,,,,,,,,
gene7615,AAEL010564,,,EOG8323QQ,CG15449,CG15449-CG44325,,,,,,,,,,,,,,,,
gene7616,AAEL009741,,,EOG8FXV0Z,abd-A,abd-A,,,,,,,,,,,,,,,,
gene7617,AAEL009743,,,EOG8HB1CD,Abd-B,Abd-B,,,,,,,,,,,,,,,,
gene7618,AAEL009742,,,EOG8FXV0Z,abd-A,abd-A-Ubx,,,,,,,,,,,,,,,,
gene7619,AAEL008471,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene762,AAEL003404,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7620,AAEL008481,,,EOG8WM7K9-EOG8WM7K9,RpL18-CG1271,RpL18,,,,,,,,,,,,,,,,
gene7621,AAEL008474,,,EOG8WM7K9-EOG8WM7K9,RpL18-CG1271,CG1271-Gyk-Gk,,,,,,,,,,,,,,,,
gene7622,AAEL008479,,,NA,NA,CG4270-CG16995-CG31482-CG34049-CG32313-CG31286-CG8483-CG42764,,,,,,,,,,,,,,,,
gene7623,AAEL008470,,,NA,NA,CG8249-CG4797-CG4607,,,,,,,,,,,,,,,,
gene7624,AAEL008475,,,EOG8G7FPK,CG10144,CG10144,,,,,,,,,,,,,,,,
gene7625,AAEL008473,,,NA,NA,CG16995-CG4270-CG34049-CG31482-CG8483-CG32313-CG31286,,,,,,,,,,,,,,,,
gene7626,AAEL008482,,,EOG8258HZ,mus312,mus312,,,,,,,,,,,,,,,,
gene7627,AAEL008485,,,NA,NA,CG9917-CG14629-CG11378,,,,,,,,,,,,,,,,
gene7628,AAEL008480,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7629,AAEL008472,,,EOG8WM7K9-EOG8WM7K9,RpL18-CG1271,CG1271-Gk,,,,,,,,,,,,,,,,
gene763,AAEL003443,,,EOG86433V,CG5955,CG5955-Gale,,,,,,,,,,,,,,,,
gene7630,AAEL008484,,,EOG8V726S,CG4049,CG4049-XNP-okr-Ino80-Iswi,,,,,,,,,,,,,,,,
gene7631,AAEL008490,,,EOG8JQ6QM,ND-B18,ND-B18,,,,,,,,,,,,,,,,
gene7632,AAEL008487AAEL008488,,,NA,NA,CG16995-CG4270-CG34049-CG31482-CG31286-CG8483-CG32313-CG42764,,,,,,,,,,,,,,,,
gene7633,AAEL008477,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7634,AAEL008486,,,EOG8VMJ75-EOG8VMJ75,CG34015-CG15362,CG34015-CG15362-CG5316-CG2862,,,,,,,,,,,,,,,,
gene7635,AAEL008478,,,NA,NA,CG9917-CG14629-CG11378,,,,,,,,,,,,,,,,
gene7636,AAEL008483,,,EOG85MQWW,olf413,olf413-CG5235-Tbh,,,,,,,,,,,,,,,,
gene7637,AAEL008491,,,EOG8PK50B,CG8270,CG8270,,,,,,,,,,,,,,,,
gene7638,AAEL008489,,,EOG818FDS-EOG818FDS,CG31345-CG10126,CG10126-CG31345-Cam-shot,,,,,,,,,,,,,,,,
gene7639,AAEL008476,,,EOG854CQB,BHD,BHD,,,,,,,,,,,,,,,,
gene7640,AAEL008469,,,EOG80049X,CG7519,CG7519,,,,,,,,,,,,,,,,
gene7641,AAEL001227,,,EOG82JRJ0,CG34114,CG34114-CG12950-CG14372-CG12484,,,,,,,,,,,,,,,,
gene7643,AAEL001231,,,EOG8VT8NG,mmd,mmd-Meltrin,,,,,,,,,,,,,,,,
gene7644,AAEL001230,,,EOG82RGZH,CG43689,CG43689,,,,,,,,,,,,,,,,
gene7646,AAEL001228,,,EOG82RGZH,CG43689,CG43689-chm,,,,,,,,,,,,,,,,
gene7647,AAEL001226,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7648,RU091,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7649,AAEL001225,,,NA,NA,CG9701,,,,,,,,,,,,,,,,
gene765,AAEL003406,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7652,AAEL001229,,,NA,NA,CG6763-CG5715-CG6696-CG10280-CG7631-tok-tld,,,,,,,,,,,,,,,,
gene7653,RU092,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7654,RU093,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7655,AAEL014530,,,NA,NA,PhKgamma,,,,,,,,,,,,,,,,
gene7656,AAEL015331,,,NA,NA,CG14205-CG42329-CG5892-CG3106-CG14219-drd-CG10183-CG4576-CG13325,,,,,,,,,,,,,,,,
gene7657,AAEL012647,,,NA,NA,CG42296,,,,,,,,,,,,,,,,
gene7658,AAEL012650,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7659,AAEL012646,,,NA,NA,CG13806-CG32302-obst-B,,,,,,,,,,,,,,,,
gene766,AAEL003420,,,EOG8NS62R,Ir60a,nord-CG17839,,,,,,,,,,,,,,,,
gene7660,AAEL012641,,,NA,NA,CG32302-CG13806,,,,,,,,,,,,,,,,
gene7661,AAEL012644,,,NA,NA,CG33986,,,,,,,,,,,,,,,,
gene7662,AAEL012649,,,NA,NA,Mur2B-CG32302-CG13806-Muc68D-Mur89F-Cht6,,,,,,,,,,,,,,,,
gene7663,AAEL012645,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7665,AAEL012653,,,NA,NA,CG13806,,,,,,,,,,,,,,,,
gene7666,AAEL012639,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7667,AAEL012652,,,NA,NA,CG17145,,,,,,,,,,,,,,,,
gene7668,AAEL012648,,,EOG8DBX65,CG32302,CG13806-CG32302-Cht3-CG14304-CG14301,,,,,,,,,,,,,,,,
gene7669,AAEL012642,,,NA,NA,CG13806-CG32302-CG14304,,,,,,,,,,,,,,,,
gene767,AAEL003437,,,EOG8ZW83V,PrBP,PrBP,,,,,,,,,,,,,,,,
gene7670,AAEL012651,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7671,AAEL012643,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7672,AAEL013228,,,NA,NA,pyd,,,,,,,,,,,,,,,,
gene7673,AAEL013232,,,EOG8KPX3W,CG4537,CG4537,,,,,,,,,,,,,,,,
gene7674,AAEL013231,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7675,AAEL013236,,,EOG873SHK,Prosbeta5,Prosbeta5-Prosbeta5R1-Prosbeta5R2-Prosbeta2R1-Prosbeta1-Prosbeta2-Prosbeta2R2-Prosalpha5,,,,,,,,,,,,,,,,
gene7676,AAEL013237,,,EOG8J140C,mtDNA-helicase,mtDNA-helicase,,,,,,,,,,,,,,,,
gene7677,AAEL013227,,,EOG8JMBF1-EOG8JMBF1,piwi-aub,aub-piwi-AGO3-AGO1,,,,,,,,,,,,,,,,
gene7678,AAEL013234,,,EOG818FCR,CG45105,CG45105,,,,,,,,,,,,,,,,
gene7679,AAEL013229,,,EOG87H8FS-EOG87H8FS,alphaTub84D-alphaTub84B,alphaTub67C-alphaTub84D-alphaTub84B-alphaTub85E-CG7794-betaTub56D-betaTub97EF-betaTub85D-betaTub60D,,,,,,,,,,,,,,,,
gene768,AAEL003415,,,EOG89GP7B-EOG89GP7B,LamC-Lam,Lam-LamC,,,,,,,,,,,,,,,,
gene7680,AAEL013230,,,EOG8962HJ,deltaCOP,deltaCOP-AP-2sigma,,,,,,,,,,,,,,,,
gene7681,AAEL013233,,,EOG8JMBF1-EOG8JMBF1,piwi-aub,aub-piwi-AGO3-AGO1,,,,,,,,,,,,,,,,
gene7682,RU094,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7683,AAEL013235,,,EOG8FTZQQ,spn-E,spn-E-CG9323-CG1582-mle-CG8915-l(1)G0007,,,,,,,,,,,,,,,,
gene7684,AAEL017239,,,EOG834ZXM,BTBD9,BTBD9-lute-kel-Keap1,,,,,,,,,,,,,,,,
gene7685,AAEL013651,,,NA,NA,mamo-jim-Cf2-CG14711-Clamp-Aef1,,,,,,,,,,,,,,,,
gene7686,AAEL013653,,,EOG8QC3XF,Trf2,Trf2-Tbp-Trf-CG15398-CG9879,,,,,,,,,,,,,,,,
gene7687,AAEL018262,,,EOG82Z7FX,mamo,mamo-BtbVII,,,,,,,,,,,,,,,,
gene7688,AAEL013652,,,EOG8C5G91,Egm,Egm-CG7461-CG3902-CG12262-CG6638-Arc42-CG4860,,,,,,,,,,,,,,,,
gene7689,RU095,,,NA,NA,cag,,,,,,,,,,,,,,,,
gene769,AAEL008020,,,EOG88D3KN,snz,snz,,,,,,,,,,,,,,,,
gene7690,AAEL015117,,,EOG8P2ST4,Tgt,Tgt-CG3434,,,,,,,,,,,,,,,,
gene7691,AAEL012633,,,NA,NA,CG32206-CG32432,,,,,,,,,,,,,,,,
gene7692,AAEL012634,,,NA,NA,CG7896-Gp150-Tollo-rk-rdo,,,,,,,,,,,,,,,,
gene7693,AAEL012637,,,EOG8QZBB7,elg1,elg1-Gnf1-cutlet-CG4908,,,,,,,,,,,,,,,,
gene7694,AAEL012635,,,NA,NA,CG1504-CG42709-caps-18w,,,,,,,,,,,,,,,,
gene7695,AAEL012632,,,NA,NA,Cf2-CG7372-Aef1-jim,,,,,,,,,,,,,,,,
gene7696,AAEL012636,,,NA,NA,CG5157-Cyt-b5-CG3566-CG6870-Cyt-b5-r,,,,,,,,,,,,,,,,
gene7697,AAEL012638,,,NA,NA,CG43088,,,,,,,,,,,,,,,,
gene7698,AAEL013186,,,EOG8BVVKM,Hs3st-B,Hs3st-B-Hs3st-A-sfl,,,,,,,,,,,,,,,,
gene7699,AAEL013185,,,NA,NA,beat-Ib-beat-Ia-beat-Ic-beat-VI-beat-IIIc,,,,,,,,,,,,,,,,
gene77,AAEL017114,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene770,AAEL008021,,,EOG8NW29J,Sra-1,Sra-1,,,,,,,,,,,,,,,,
gene7700,AAEL014341,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7701,AAEL014342,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7702,AAEL014343,,,NA,NA,CG42784,,,,,,,,,,,,,,,,
gene7703,AAEL011402,,,NA,NA,CG12111-Neto-CG9134-tok-CG11211,,,,,,,,,,,,,,,,
gene7704,AAEL011401,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7705,AAEL011400,,,NA,NA,CG30281-CG9500-CG30280-CG1791-CG8642-CG1889,,,,,,,,,,,,,,,,
gene7706,AAEL011403,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7707,AAEL015453,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7708,AAEL014248,,,EOG81K241,CG11576,CG11576,,,,,,,,,,,,,,,,
gene7709,AAEL014250,,,EOG8V19S7,RPA2,RPA2,,,,,,,,,,,,,,,,
gene771,AAEL008017,,,EOG8KWNJ2,Cyp4c3,Cyp4c3-Cyp4d1-Cyp4s3-Cyp4d2-Cyp4d14-Cyp4g1-Cyp4d20,,,,,,,,,,,,,,,,
gene7710,AAEL014249,,,EOG8RBT96,CG42233,CG42233-CG8001-wds-adp-Nle,,,,,,,,,,,,,,,,
gene7711,AAEL014247,,,EOG8THZJD,5PtaseI,5PtaseI,,,,,,,,,,,,,,,,
gene7712,AAEL014251,,,EOG8BZQVF,Det,Det-Bruce-Diap1,,,,,,,,,,,,,,,,
gene7713,AAEL015298,,,EOG8MGW04,Hydr1,Hydr1-Hydr2,,,,,,,,,,,,,,,,
gene7714,AAEL008049,,,EOG80KBQR,CG45071,CG45071-CG8765-Adf1-Dlip3,,,,,,,,,,,,,,,,
gene7715,AAEL008050,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7716,AAEL017540,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7717,AAEL008051,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7718,AAEL008054,,,EOG883GX6-EOG883GX6,scyl-chrb,scyl-chrb,,,,,,,,,,,,,,,,
gene7719,AAEL008052,,,NA,NA,jigr1-Mes2-Adf1,,,,,,,,,,,,,,,,
gene772,AAEL008019,,,NA,NA,Ptx1,,,,,,,,,,,,,,,,
gene7721,AAEL017551,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7722,AAEL015018,,,NA,NA,CG42346-CG7896-conv-Toll-6-CG7509-atk,,,,,,,,,,,,,,,,
gene7723,AAEL015019,,,NA,NA,CG42346-conv-CG4168-CG7896-atk,,,,,,,,,,,,,,,,
gene7724,AAEL015570,,,EOG8J1408,CG32533,CG32533,,,,,,,,,,,,,,,,
gene7725,RU096,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7726,AAEL010041,,,EOG854CR0-EOG854CR0,PVRAP-CG33993,CG33993-PVRAP-CG10479-by-spri,,,,,,,,,,,,,,,,
gene7727,AAEL010039,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7728,AAEL010042,,,EOG898XR6,CG4679,CG4679,,,,,,,,,,,,,,,,
gene773,AAEL008022,,,EOG8FTZS8,Ptx1,Ptx1-al-CG34340-CG32532-Rx-hbn,,,,,,,,,,,,,,,,
gene7730,AAEL010040,,,NA,NA,Kr-h1-Kah-Spps-CG7372-bowl,,,,,,,,,,,,,,,,
gene7731,AAEL006690,,,EOG8V9XG7,rib,rib-lola-bab1,,,,,,,,,,,,,,,,
gene7732,AAEL006700,,,NA,NA,CG30375-CG30371-CG14760-CG3355-CG4914-CG9372-CG31728-CG4613-CG11836,,,,,,,,,,,,,,,,
gene7733,AAEL006705,,,EOG8PRWGC,CG11044,CG11044,,,,,,,,,,,,,,,,
gene7734,AAEL006686,,,NA,NA,Tequila-CG7248,,,,,,,,,,,,,,,,
gene7735,AAEL006688,,,EOG8X3KTF,CG11985,CG11985,,,,,,,,,,,,,,,,
gene7736,AAEL006697,,,EOG8C5G9Q,Mtr3,Mtr3-Ski6,,,,,,,,,,,,,,,,
gene7737,AAEL006692,,,NA,NA,CG30375-CG30371-CG14760-CG9372-CG11836-CG4914-CG3355-CG4386-CG4613,,,,,,,,,,,,,,,,
gene7738,AAEL006687,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7739,AAEL006693,,,EOG8XKXZW,Updo,Updo,,,,,,,,,,,,,,,,
gene774,AAEL008016,,,EOG8J9QQD-EOG8J9QQD,CG2254-CG14946,CG2254-CG14946-CG9265-CG15629-CG13833-CG17121,,,,,,,,,,,,,,,,
gene7740,AAEL006694,,,NA,NA,Kr-h1-CG6654-dwg-Meics-CG15436-gl-MTF-1,,,,,,,,,,,,,,,,
gene7741,AAEL006699,,,NA,NA,CG1889-CG30281-CG31832-CG1791-CG10359-CG30280,,,,,,,,,,,,,,,,
gene7742,AAEL006698,,,EOG8ZGS58,RpL31,RpL31,,,,,,,,,,,,,,,,
gene7743,AAEL006704,,,NA,NA,CG6788-CG30281-CG9500-CG8642-CG31832-CG1889-CG41520-CG10359,,,,,,,,,,,,,,,,
gene7744,AAEL006695,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7745,AAEL006701,,,EOG87SW67,CG33263,CG43896-obst-A-Mur2B-obst-J-CG17826-CG4835,,,,,,,,,,,,,,,,
gene7746,AAEL006703,,,EOG8CJZ83-EOG8CJZ83,CG30371-CG30375,CG30371-CG30375-CG14760-CG11836-CG3355-CG4613-CG4386-CG9372,,,,,,,,,,,,,,,,
gene7747,AAEL006696,,,NA,NA,CG30371-CG30375-CG14760-CG9372-CG11836-CG18735-CG4914-CG3355-CG31728-CG4386,,,,,,,,,,,,,,,,
gene7748,AAEL006689,,,NA,NA,CG30371-CG30375-CG14760-CG9372-CG11836-CG4914-CG31728-CG3355-CG18735-CG4613,,,,,,,,,,,,,,,,
gene7749,AAEL006702,,,NA,NA,CG30280-CG1889-CG9500-CG1791-CG41520-CG6788,,,,,,,,,,,,,,,,
gene775,AAEL008018,,,EOG8KWNJ2,Cyp4c3,Cyp4c3-Cyp4d2-Cyp4d1-Cyp4d14-Cyp4s3-Cyp4g15,,,,,,,,,,,,,,,,
gene7750,AAEL017095,,,EOG8GB9XP,Nlg2,Nlg2-Nlg1-Nlg3-Nlg4,,,,,,,,,,,,,,,,
gene7751,AAEL006691,,,NA,NA,CG1889-CG5550-CG9500-CG41520-CG30280-CG6788,,,,,,,,,,,,,,,,
gene7752,AAEL007501,,,EOG81NXBV,PIG-S,sud1,,,,,,,,,,,,,,,,
gene7753,AAEL007497,,,EOG834ZZ4,CG7049,CG7049,,,,,,,,,,,,,,,,
gene7754,AAEL007495,,,EOG8S7NG8,CG7059,Pglym87-Pglym78-CG7059,,,,,,,,,,,,,,,,
gene7755,AAEL018140,,,NA,NA,Cad88C-ds-Cad87A-ft-stan-kug,,,,,,,,,,,,,,,,
gene7756,AAEL007494,,,EOG8M94J3,elm,elm-CanB2-CanB-CG32812-Cib2-CG14362,,,,,,,,,,,,,,,,
gene7757,AAEL007489,,,EOG89368G-EOG89368G,CG31272-CG3690,CG3690-CG31272-CG14691-CG3168,,,,,,,,,,,,,,,,
gene7758,AAEL007483,,,EOG8FXV00,CG13643,CG13643-CG14607-CG13675-CG14608-CG14880,,,,,,,,,,,,,,,,
gene7759,AAEL007496,,,EOG8P8J8J,CG12267,CG12267,,,,,,,,,,,,,,,,
gene776,AAEL008023,,,EOG8KWNJ2,Cyp4c3,Cyp4c3-Cyp4d1-Cyp4s3-Cyp4d2-Cyp4d14-Cyp4d20-Cyp4g1,,,,,,,,,,,,,,,,
gene7760,AAEL007479,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7761,AAEL007480,,,EOG8NGKC1,wfs1,wfs1,,,,,,,,,,,,,,,,
gene7762,AAEL007492,,,EOG8D81XX,CG6182,CG6182,,,,,,,,,,,,,,,,
gene7763,AAEL007485,,,EOG83FKNH,MFS17,MFS17-NaPi-T-CG3036-MFS10,,,,,,,,,,,,,,,,
gene7764,AAEL007498,,,EOG81NXBV,PIG-S,PIG-S,,,,,,,,,,,,,,,,
gene7765,AAEL007491,,,EOG8J141K,CG11076,NA,,,,,,,,,,,,,,,,
gene7766,AAEL007486,,,EOG8H1DM8,CG10175,CG10175-alpha-Est9-CG6018-alpha-Est8-alpha-Est7,,,,,,,,,,,,,,,,
gene7768,AAEL007482,,,EOG822DB0,MED27,MED27,,,,,,,,,,,,,,,,
gene7769,AAEL007493,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene777,AAEL008015,,,EOG89CT0B,CG32676,CG32676,,,,,,,,,,,,,,,,
